"","timestamp","status","userid"
"1","-06-01 10:11:02.963","True",117
"2","-05-13 02:38:14.204","True",84
"3","-05-29 07:59:54.918","False",120
"4","-05-29 17:19:15.485","False",32
"5","-05-19 20:39:10.510","True",132
"6","-06-01 07:30:34.088","False",112
"7","-06-07 17:10:16.921","True",17
"8","-05-17 17:52:02.672","False",17
"9","-06-04 10:41:58.412","False",49
"10","-06-03 15:54:12.906","True",94
"11","-05-27 02:22:24.567","True",137
"12","-05-20 17:22:13.206","False",132
"13","-05-11 00:04:57.775","True",27
"14","-06-02 11:51:54.794","True",105
"15","-06-05 00:24:38.737","False",68
"16","-05-15 15:49:42.778","True",107
"17","-05-22 06:55:44.833","False",150
"18","-05-14 08:52:17.403","False",39
"19","-05-10 07:30:20.414","False",60
"20","-05-17 17:09:31.180","True",27
"21","-06-04 08:00:07.966","False",89
"22","-05-28 11:43:01.081","False",116
"23","-06-02 11:53:06.772","False",105
"24","-05-29 16:25:35.537","False",79
"25","-05-20 17:31:03.527","True",132
"26","-05-22 00:06:23.052","True",64
"27","-05-26 08:06:40.344","True",89
"28","-05-28 15:26:56.102","False",132
"29","-05-20 14:31:43.680","False",17
"30","-06-01 11:01:26.652","True",117
"31","-05-28 21:15:19.129","True",8
"32","-05-17 23:53:46.470","True",81
"33","-06-04 11:26:15.853","False",134
"34","-05-26 07:19:21.361","False",64
"35","-06-01 08:09:23.819","False",97
"36","-05-31 13:03:03.493","True",34
"37","-05-16 07:34:07.832","False",150
"38","-06-02 08:28:07.851","False",150
"39","-05-17 23:04:27.893","True",154
"40","-05-13 23:17:50.890","True",127
"41","-05-16 10:09:13.885","True",25
"42","-06-15 08:00:08.189","False",29
"43","-06-04 00:29:08.739","False",60
"44","-06-03 01:28:55.733","True",81
"45","-06-05 07:15:10.493","False",88
"46","-06-04 14:14:13.790","False",130
"47","-05-19 14:07:21.927","False",118
"48","-05-19 01:04:04.660","True",127
"49","-06-06 00:45:13.727","True",89
"50","-05-14 08:25:27.414","True",70
